len,cnt_alpha,cnt_nonAlpha,alpha_to_special,cnt_vowel,cnt_consonant,vowel_to_consonant,entropy,entropy_ideal,emtropy_percentage,fleschkincaid,smog,dalechall,gunningfog,sybl,hex
7,4,3,0.5714285714285714,1,3,0.25,2.807354922057604,2.8073549220576046,0.9999999999999999,-3.3999999999999986,3.1291,19.4761,0.4,1,357d45667a5b42
5,3,2,0.6,0,3,0.0,2.3219280948873626,2.321928094887362,1.0000000000000002,-3.3999999999999986,3.1291,19.4761,0.4,1,54427c266c
4,4,0,1.0,0,4,0.0,2.0,2.0,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,6468466e
6,3,3,0.5,0,3,0.0,2.584962500721156,2.584962500721156,1.0,-3.01,3.1291,19.525699999999997,0.8,2,2677272d7852
9,5,4,0.5555555555555556,1,4,0.2,3.169925001442312,3.1699250014423126,0.9999999999999999,-3.594999999999999,3.1291,19.451299999999996,0.2,1,454652257d6c283f56
7,6,1,0.8571428571428571,1,5,0.16666666666666666,2.807354922057604,2.8073549220576046,0.9999999999999999,-3.3999999999999986,3.1291,19.4761,0.4,1,656b5d5348474e
7,2,5,0.2857142857142857,2,0,1.0,2.5216406363433186,2.8073549220576046,0.8982265179691364,-3.3999999999999986,3.1291,19.4761,0.4,1,3e3861222f5538
9,5,4,0.5555555555555556,0,5,0.0,3.169925001442312,3.1699250014423126,0.9999999999999999,-3.594999999999999,3.1291,19.451299999999996,0.2,1,21605a6339475b5848
5,0,5,0.0,0,0,-1,2.3219280948873626,2.321928094887362,1.0000000000000002,-3.594999999999999,3.1291,0.0248,0.2,1,275e3f3c39
7,5,2,0.7142857142857143,0,5,0.0,2.807354922057604,2.8073549220576046,0.9999999999999999,-3.3999999999999986,3.1291,19.4761,0.4,1,31574746733077
9,5,4,0.5555555555555556,1,4,0.2,3.169925001442312,3.1699250014423126,0.9999999999999999,-3.3999999999999986,3.1291,19.4761,0.4,1,46297c6f7a266e7b43
8,4,4,0.5,0,4,0.0,3.0,3.0,1.0,-3.594999999999999,3.1291,19.451299999999996,0.2,1,34226b57563f394b
6,3,3,0.5,1,2,0.3333333333333333,2.2516291673878226,2.584962500721156,0.8710490642551527,-3.3999999999999986,3.1291,19.4761,0.4,1,2b604a604176
5,2,3,0.4,0,2,0.0,2.3219280948873626,2.321928094887362,1.0000000000000002,-3.3999999999999986,3.1291,19.4761,0.4,1,475d5e3e4c
6,3,3,0.5,0,3,0.0,2.584962500721156,2.584962500721156,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,2d4d773e3c6c
7,5,2,0.7142857142857143,0,5,0.0,2.807354922057604,2.8073549220576046,0.9999999999999999,-3.3999999999999986,3.1291,19.4761,0.4,1,70565e4b674232
6,2,4,0.3333333333333333,0,2,0.0,2.584962500721156,2.584962500721156,1.0,-3.594999999999999,3.1291,19.451299999999996,0.2,1,51216d267d5b
4,2,2,0.5,2,0,1.0,2.0,2.0,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,3a7d4975
5,4,1,0.8,1,3,0.25,2.3219280948873626,2.321928094887362,1.0000000000000002,-3.3999999999999986,3.1291,19.4761,0.4,1,3d68655779
6,3,3,0.5,1,2,0.3333333333333333,2.584962500721156,2.584962500721156,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,394968565d34
10,4,6,0.4,1,3,0.25,3.321928094887362,3.321928094887362,1.0,-3.594999999999999,3.1291,19.451299999999996,0.2,1,213169422c36477d6d3e
11,5,6,0.45454545454545453,1,4,0.2,3.2776134368191165,3.4594316186372978,0.9474427588512933,-3.3999999999999986,3.1291,19.4761,0.4,1,3a405c575c5f435e546542
12,6,6,0.5,0,6,0.0,3.584962500721156,3.5849625007211565,0.9999999999999999,-3.3999999999999986,3.1291,19.4761,0.4,1,325931684e5e23702b7c7152
12,8,4,0.6666666666666666,0,8,0.0,3.4182958340544896,3.5849625007211565,0.9535095090581449,-3.3999999999999986,3.1291,19.4761,0.4,1,517156264a27336747685d68
13,8,5,0.6153846153846154,1,7,0.125,3.5465935642949384,3.700439718141092,0.9584248993188739,-3.594999999999999,3.1291,19.451299999999996,0.2,1,3f55532632266c6b4b2942564e
7,3,4,0.42857142857142855,0,3,0.0,2.807354922057604,2.8073549220576046,0.9999999999999999,-3.01,3.1291,19.525699999999997,0.8,2,66532d33685b7e
5,3,2,0.6,2,1,0.6666666666666666,2.3219280948873626,2.321928094887362,1.0000000000000002,-3.3999999999999986,3.1291,19.4761,0.4,1,61346f7e51
10,4,6,0.4,2,2,0.5,3.121928094887362,3.321928094887362,0.9397940008672037,-3.3999999999999986,3.1291,19.4761,0.4,1,223b2f41225334495d51
5,1,4,0.2,0,1,0.0,2.3219280948873626,2.321928094887362,1.0000000000000002,-3.3999999999999986,3.1291,19.4761,0.4,1,5b282c7226
7,3,4,0.42857142857142855,0,3,0.0,2.807354922057604,2.8073549220576046,0.9999999999999999,-3.594999999999999,3.1291,19.451299999999996,0.2,1,747a3e3f3a7135
51,27,24,0.5294117647058824,4,23,0.14814814814814814,5.241052792951891,5.672425341971496,0.9239527145773454,19.940000000000005,6.42735559955562,19.443033333333332,40.13333333333333,3,5a34405a6d393f69397c615c5b7a5244427e4d22573f3d577156306066325f6c6c282241546b40675b69332a62662f76735060
17,7,10,0.4117647058823529,2,5,0.2857142857142857,3.969815782426811,4.08746284125034,0.9712175832802088,-3.594999999999999,3.1291,19.451299999999996,0.2,1,702a5534296f64283079382e5f3b727428
13,4,9,0.3076923076923077,2,2,0.5,3.7004397181410926,3.700439718141092,1.0000000000000002,-3.3999999999999986,3.1291,19.4761,0.4,1,4f2b622c463d262836413e2a34
4,1,3,0.25,0,1,0.0,2.0,2.0,1.0,-3.594999999999999,3.1291,19.451299999999996,0.2,1,3f3d435c
6,4,2,0.6666666666666666,1,3,0.25,2.584962500721156,2.584962500721156,1.0,-3.01,3.1291,19.525699999999997,0.8,2,6f572d794073
4,3,1,0.75,0,3,0.0,2.0,2.0,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,3e674348
9,3,6,0.3333333333333333,1,2,0.3333333333333333,3.169925001442312,3.1699250014423126,0.9999999999999999,-3.594999999999999,3.1291,19.451299999999996,0.2,1,282d384a2c3f703d61
6,3,3,0.5,0,3,0.0,2.2516291673878226,2.584962500721156,0.8710490642551527,-3.3999999999999986,3.1291,19.4761,0.4,1,5f4b705f4e38
5,4,1,0.8,1,3,0.25,2.3219280948873626,2.321928094887362,1.0000000000000002,-3.3999999999999986,3.1291,19.4761,0.4,1,4d4154565d
8,3,5,0.375,0,3,0.0,3.0,3.0,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,43344b7322325e7d
4,3,1,0.75,1,2,0.3333333333333333,2.0,2.0,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,4b612f52
15,8,7,0.5333333333333333,2,6,0.25,3.906890595608518,3.9068905956085187,0.9999999999999998,-3.3999999999999986,3.1291,19.4761,0.4,1,37306d77275a47443d224150405c65
8,3,5,0.375,2,1,0.6666666666666666,3.0,3.0,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,262961697d2a5a33
11,5,6,0.45454545454545453,0,5,0.0,3.459431618637298,3.4594316186372978,1.0000000000000002,-3.3999999999999986,3.1291,19.4761,0.4,1,27322f4a634e304c236235
11,5,6,0.45454545454545453,1,4,0.2,3.459431618637298,3.4594316186372978,1.0000000000000002,-3.3999999999999986,3.1291,19.4761,0.4,1,7d242d68233567465b4550
11,5,6,0.45454545454545453,1,4,0.2,3.2776134368191165,3.4594316186372978,0.9474427588512933,-3.3999999999999986,3.1291,19.4761,0.4,1,3d684f2f4c296872323135
5,4,1,0.8,2,2,0.5,2.3219280948873626,2.321928094887362,1.0000000000000002,-3.3999999999999986,3.1291,19.4761,0.4,1,4c69582241
5,3,2,0.6,0,3,0.0,1.9219280948873623,2.321928094887362,0.8277293767706428,-3.3999999999999986,3.1291,19.4761,0.4,1,5867292973
4,3,1,0.75,2,1,0.6666666666666666,2.0,2.0,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,55514f3e
8,7,1,0.875,0,7,0.0,2.75,3.0,0.9166666666666666,-3.3999999999999986,3.1291,19.4761,0.4,1,535157537047404b
8,2,6,0.25,0,2,0.0,3.0,3.0,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,50253e6a27392933
4,2,2,0.5,0,2,0.0,2.0,2.0,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,7e787034
4,1,3,0.25,0,1,0.0,2.0,2.0,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,26253762
5,2,3,0.4,1,1,0.5,2.3219280948873626,2.321928094887362,1.0000000000000002,-3.3999999999999986,3.1291,19.4761,0.4,1,497b5b5d63
7,4,3,0.5714285714285714,0,4,0.0,2.807354922057604,2.8073549220576046,0.9999999999999999,-3.3999999999999986,3.1291,19.4761,0.4,1,3778734d3c4a7e
5,3,2,0.6,0,3,0.0,2.3219280948873626,2.321928094887362,1.0000000000000002,-3.3999999999999986,3.1291,19.4761,0.4,1,6e3a5d7978
4,1,3,0.25,0,1,0.0,2.0,2.0,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,583c3935
5,3,2,0.6,0,3,0.0,2.3219280948873626,2.321928094887362,1.0000000000000002,-3.3999999999999986,3.1291,19.4761,0.4,1,365d6d5876
5,3,2,0.6,1,2,0.3333333333333333,2.3219280948873626,2.321928094887362,1.0000000000000002,-3.594999999999999,3.1291,19.451299999999996,0.2,1,3f412b4859
8,5,3,0.625,0,5,0.0,3.0,3.0,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,5838786c39344e4a
9,5,4,0.5555555555555556,0,5,0.0,3.169925001442312,3.1699250014423126,0.9999999999999999,-3.3999999999999986,3.1291,19.4761,0.4,1,264e5f42225d6d7a78
9,4,5,0.4444444444444444,1,3,0.25,3.169925001442312,3.1699250014423126,0.9999999999999999,-3.3999999999999986,3.1291,19.4761,0.4,1,2937494853765c223d
9,8,1,0.8888888888888888,1,7,0.125,3.169925001442312,3.1699250014423126,0.9999999999999999,-3.3999999999999986,3.1291,19.4761,0.4,1,705762464552726b25
4,2,2,0.5,1,1,0.5,2.0,2.0,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,3e753474
5,3,2,0.6,1,2,0.3333333333333333,2.3219280948873626,2.321928094887362,1.0000000000000002,-3.3999999999999986,3.1291,19.4761,0.4,1,555828505c
8,6,2,0.75,1,5,0.16666666666666666,3.0,3.0,1.0,-3.594999999999999,3.1291,19.451299999999996,0.2,1,5866634c65513f60
8,4,4,0.5,2,2,0.5,3.0,3.0,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,53555d256f675c2d
8,3,5,0.375,0,3,0.0,3.0,3.0,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,31783e27475d7725
10,4,6,0.4,0,4,0.0,3.121928094887362,3.321928094887362,0.9397940008672037,-3.3999999999999986,3.1291,19.4761,0.4,1,547e6a39714228377e3a
4,4,0,1.0,1,3,0.25,2.0,2.0,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,68436150
5,3,2,0.6,0,3,0.0,2.3219280948873626,2.321928094887362,1.0000000000000002,-3.3999999999999986,3.1291,19.4761,0.4,1,4e7468377b
6,3,3,0.5,1,2,0.3333333333333333,2.584962500721156,2.584962500721156,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,315069334e3d
6,3,3,0.5,1,2,0.3333333333333333,2.584962500721156,2.584962500721156,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,2c7b51755d64
5,4,1,0.8,0,4,0.0,1.9219280948873623,2.321928094887362,0.8277293767706428,-3.3999999999999986,3.1291,19.4761,0.4,1,444464254d
5,1,4,0.2,0,1,0.0,1.9219280948873625,2.321928094887362,0.827729376770643,-3.594999999999999,3.1291,19.451299999999996,0.2,1,3c214e2828
7,5,2,0.7142857142857143,1,4,0.2,2.807354922057604,2.8073549220576046,0.9999999999999999,-3.3999999999999986,3.1291,19.4761,0.4,1,4a474936317859
7,4,3,0.5714285714285714,0,4,0.0,2.807354922057604,2.8073549220576046,0.9999999999999999,-3.3999999999999986,3.1291,19.4761,0.4,1,2477517c53256c
5,4,1,0.8,0,4,0.0,1.9219280948873623,2.321928094887362,0.8277293767706428,-3.3999999999999986,3.1291,19.4761,0.4,1,43647a2664
7,6,1,0.8571428571428571,4,2,0.6666666666666666,2.807354922057604,2.8073549220576046,0.9999999999999999,8.400000000000002,3.1291,19.4761,0.4,2,5532656f685775
9,5,4,0.5555555555555556,1,4,0.2,3.169925001442312,3.1699250014423126,0.9999999999999999,-3.3999999999999986,3.1291,19.4761,0.4,1,283560317971514f68
10,1,9,0.1,0,1,0.0,3.321928094887362,3.321928094887362,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,392722542c7e3b343e2f
7,2,5,0.2857142857142857,0,2,0.0,2.807354922057604,2.8073549220576046,0.9999999999999999,-3.3999999999999986,3.1291,19.4761,0.4,1,6e5e7b315b4434
7,4,3,0.5714285714285714,3,1,0.75,2.807354922057604,2.8073549220576046,0.9999999999999999,-3.3999999999999986,3.1291,19.4761,0.4,1,63346549305527
5,4,1,0.8,3,1,0.75,2.3219280948873626,2.321928094887362,1.0000000000000002,-3.3999999999999986,3.1291,19.4761,0.4,1,785e697545
6,3,3,0.5,0,3,0.0,2.584962500721156,2.584962500721156,1.0,-3.594999999999999,3.1291,19.451299999999996,0.2,1,3f7833474436
6,5,1,0.8333333333333334,0,5,0.0,2.584962500721156,2.584962500721156,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,7079515e4c48
6,4,2,0.6666666666666666,1,3,0.25,2.584962500721156,2.584962500721156,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,5768752f7d71
7,4,3,0.5714285714285714,0,4,0.0,2.5216406363433186,2.8073549220576046,0.8982265179691364,-3.3999999999999986,3.1291,19.4761,0.4,1,3d3d3e42797448
9,2,7,0.2222222222222222,0,2,0.0,3.169925001442312,3.1699250014423126,0.9999999999999999,-3.3999999999999986,3.1291,19.4761,0.4,1,296b222547355b7d28
7,2,5,0.2857142857142857,0,2,0.0,2.807354922057604,2.8073549220576046,0.9999999999999999,-3.3999999999999986,3.1291,19.4761,0.4,1,302a3e3151432f
7,1,6,0.14285714285714285,1,0,1.0,2.807354922057604,2.8073549220576046,0.9999999999999999,-3.3999999999999986,3.1291,19.4761,0.4,1,5b3c4033234925
7,5,2,0.7142857142857143,0,5,0.0,2.807354922057604,2.8073549220576046,0.9999999999999999,-3.3999999999999986,3.1291,19.4761,0.4,1,4a4362336b304d
7,3,4,0.42857142857142855,1,2,0.3333333333333333,2.5216406363433186,2.8073549220576046,0.8982265179691364,-3.3999999999999986,3.1291,19.4761,0.4,1,7876233c237b55
9,5,4,0.5555555555555556,1,4,0.2,3.169925001442312,3.1699250014423126,0.9999999999999999,-3.3999999999999986,3.1291,19.4761,0.4,1,347b656a4d7c4e4b5d
11,8,3,0.7272727272727273,2,6,0.25,3.459431618637298,3.4594316186372978,1.0000000000000002,-3.3999999999999986,3.1291,19.4761,0.4,1,306b4f517a723a47614237
8,4,4,0.5,1,3,0.25,3.0,3.0,1.0,-3.01,3.1291,19.525699999999997,0.8,2,567d2d543a496d5f
7,3,4,0.42857142857142855,1,2,0.3333333333333333,2.807354922057604,2.8073549220576046,0.9999999999999999,-3.3999999999999986,3.1291,19.4761,0.4,1,3855622b7e3e46
6,4,2,0.6666666666666666,0,4,0.0,2.584962500721156,2.584962500721156,1.0,-3.01,3.1291,11.6307,0.8,2,70682d4d597d
7,4,3,0.5714285714285714,1,3,0.25,2.807354922057604,2.8073549220576046,0.9999999999999999,-3.3999999999999986,3.1291,19.4761,0.4,1,606571687b4e28
7,5,2,0.7142857142857143,1,4,0.2,2.5216406363433186,2.8073549220576046,0.8982265179691364,-3.594999999999999,3.1291,19.451299999999996,0.2,1,612a6b2e6b6877
9,7,2,0.7777777777777778,1,6,0.14285714285714285,3.169925001442312,3.1699250014423126,0.9999999999999999,-3.594999999999999,3.1291,19.451299999999996,0.2,1,3f634a74432375766e
7,6,1,0.8571428571428571,1,5,0.16666666666666666,2.807354922057604,2.8073549220576046,0.9999999999999999,-3.3999999999999986,3.1291,19.4761,0.4,1,5a2c44436c5649
7,7,0,1.0,1,6,0.14285714285714285,2.807354922057604,2.8073549220576046,0.9999999999999999,-3.3999999999999986,3.1291,19.4761,0.4,1,68486152706759
6,3,3,0.5,1,2,0.3333333333333333,2.584962500721156,2.584962500721156,1.0,-3.594999999999999,3.1291,19.451299999999996,0.2,1,555c3f624a5e
6,3,3,0.5,0,3,0.0,2.2516291673878226,2.584962500721156,0.8710490642551527,-3.3999999999999986,3.1291,19.4761,0.4,1,5368407b685c
5,5,0,1.0,3,2,0.6,2.3219280948873626,2.321928094887362,1.0000000000000002,-3.3999999999999986,3.1291,19.4761,0.4,1,77754f4556
7,4,3,0.5714285714285714,1,3,0.25,2.807354922057604,2.8073549220576046,0.9999999999999999,-3.3999999999999986,3.1291,19.4761,0.4,1,72556a232a3b67
4,3,1,0.75,0,3,0.0,2.0,2.0,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,58564b2c
4,2,2,0.5,0,2,0.0,2.0,2.0,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,7836567d
5,3,2,0.6,0,3,0.0,2.3219280948873626,2.321928094887362,1.0000000000000002,-3.3999999999999986,3.1291,19.4761,0.4,1,2277535a7e
7,6,1,0.8571428571428571,2,4,0.3333333333333333,2.807354922057604,2.8073549220576046,0.9999999999999999,-3.3999999999999986,3.1291,19.4761,0.4,1,6d554a61523862
8,5,3,0.625,2,3,0.4,2.75,3.0,0.9166666666666666,-3.3999999999999986,3.1291,19.4761,0.4,1,3a556a5c3c686968
8,2,6,0.25,0,2,0.0,3.0,3.0,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,5b3c37733b35517b
10,3,7,0.3,0,3,0.0,3.321928094887362,3.321928094887362,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,26535c384b5b603a6c3e
6,1,5,0.16666666666666666,0,1,0.0,2.584962500721156,2.584962500721156,1.0,-3.01,3.1291,11.6307,0.8,2,273523282d70
5,1,4,0.2,1,0,1.0,1.9219280948873623,2.321928094887362,0.8277293767706428,-3.3999999999999986,3.1291,0.0496,0.4,1,7d3a752c7d
7,6,1,0.8571428571428571,1,5,0.16666666666666666,2.807354922057604,2.8073549220576046,0.9999999999999999,-3.3999999999999986,3.1291,19.4761,0.4,1,6b5c546e69784e
7,5,2,0.7142857142857143,2,3,0.4,2.807354922057604,2.8073549220576046,0.9999999999999999,-3.3999999999999986,3.1291,19.4761,0.4,1,2c43497c727566
9,4,5,0.4444444444444444,0,4,0.0,3.169925001442312,3.1699250014423126,0.9999999999999999,-3.3999999999999986,3.1291,19.4761,0.4,1,39736a43463d297c31
10,5,5,0.5,1,4,0.2,3.321928094887362,3.321928094887362,1.0,-3.594999999999999,3.1291,19.451299999999996,0.2,1,43717e4e28352e752278
10,8,2,0.8,2,6,0.25,3.321928094887362,3.321928094887362,1.0,8.400000000000002,3.1291,19.4761,0.4,2,4a585b7a69775e477345
10,6,4,0.6,1,5,0.16666666666666666,3.321928094887362,3.321928094887362,1.0,8.205000000000002,3.1291,19.451299999999996,0.2,2,545d4431772e622a654d
11,8,3,0.7272727272727273,2,6,0.25,3.459431618637298,3.4594316186372978,1.0000000000000002,-3.3999999999999986,3.1291,19.4761,0.4,1,762931676e53636548497b
12,8,4,0.6666666666666666,4,4,0.5,3.584962500721156,3.5849625007211565,0.9999999999999999,8.400000000000002,3.1291,19.4761,0.4,2,554d61732f67453c36475b75
12,8,4,0.6666666666666666,1,7,0.125,3.418295834054489,3.5849625007211565,0.9535095090581448,2.8900000000000023,3.1291,19.525699999999997,0.8,3,464635613667797134762d53
4,2,2,0.5,0,2,0.0,2.0,2.0,1.0,-3.594999999999999,3.1291,19.451299999999996,0.2,1,6731593f
5,2,3,0.4,1,1,0.5,1.9219280948873623,2.321928094887362,0.8277293767706428,-3.3999999999999986,3.1291,19.4761,0.4,1,5a29392969
5,2,3,0.4,0,2,0.0,2.3219280948873626,2.321928094887362,1.0000000000000002,-3.3999999999999986,3.1291,19.4761,0.4,1,6329593d30
5,3,2,0.6,1,2,0.3333333333333333,2.3219280948873626,2.321928094887362,1.0000000000000002,-3.594999999999999,3.1291,19.451299999999996,0.2,1,59555f523f
7,3,4,0.42857142857142855,0,3,0.0,2.5216406363433186,2.8073549220576046,0.8982265179691364,-3.3999999999999986,3.1291,19.4761,0.4,1,7d4d2f524d5e2c
7,3,4,0.42857142857142855,1,2,0.3333333333333333,2.807354922057604,2.8073549220576046,0.9999999999999999,-3.3999999999999986,3.1291,0.0496,0.4,1,234a617d5c5e79
8,6,2,0.75,1,5,0.16666666666666666,2.75,3.0,0.9166666666666666,-3.594999999999999,3.1291,19.451299999999996,0.2,1,63692c72766c2e72
8,4,4,0.5,0,4,0.0,3.0,3.0,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,6e435f717a223c2f
6,6,0,1.0,0,6,0.0,2.2516291673878226,2.584962500721156,0.8710490642551527,-3.3999999999999986,3.1291,19.4761,0.4,1,47466e785947
6,4,2,0.6666666666666666,0,4,0.0,2.584962500721156,2.584962500721156,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,4a2f5a447e4d
6,3,3,0.5,1,2,0.3333333333333333,2.584962500721156,2.584962500721156,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,37302c626554
8,6,2,0.75,0,6,0.0,3.0,3.0,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,6b4e6d5a33563168
9,7,2,0.7777777777777778,1,6,0.14285714285714285,3.169925001442312,3.1699250014423126,0.9999999999999999,-3.3999999999999986,3.1291,19.4761,0.4,1,3c756c4b47676b5624
9,5,4,0.5555555555555556,0,5,0.0,3.169925001442312,3.1699250014423126,0.9999999999999999,-3.3999999999999986,3.1291,19.4761,0.4,1,22784859314647402d
5,5,0,1.0,2,3,0.4,1.9219280948873623,2.321928094887362,0.8277293767706428,-3.3999999999999986,3.1291,19.4761,0.4,1,4f664f6479
5,3,2,0.6,0,3,0.0,2.3219280948873626,2.321928094887362,1.0000000000000002,-3.3999999999999986,3.1291,19.4761,0.4,1,5c707a6c30
5,4,1,0.8,1,3,0.25,2.3219280948873626,2.321928094887362,1.0000000000000002,-3.3999999999999986,3.1291,19.4761,0.4,1,6b745a4560
5,3,2,0.6,0,3,0.0,2.3219280948873626,2.321928094887362,1.0000000000000002,-3.594999999999999,3.1291,19.451299999999996,0.2,1,52432e5d4d
5,2,3,0.4,1,1,0.5,2.3219280948873626,2.321928094887362,1.0000000000000002,-3.01,3.1291,11.6307,0.8,2,6566312d37
5,1,4,0.2,0,1,0.0,2.3219280948873626,2.321928094887362,1.0000000000000002,-3.3999999999999986,3.1291,19.4761,0.4,1,386e312432
14,6,8,0.42857142857142855,2,4,0.3333333333333333,3.8073549220576055,3.8073549220576046,1.0000000000000002,-3.3999999999999986,3.1291,19.4761,0.4,1,77372b634125293e6148384a265e
13,6,7,0.46153846153846156,4,2,0.6666666666666666,3.546593564294939,3.700439718141092,0.958424899318874,-3.594999999999999,3.1291,19.451299999999996,0.2,1,3e31524221362c7e6539454145
7,6,1,0.8571428571428571,2,4,0.3333333333333333,2.521640636343318,2.8073549220576046,0.8982265179691362,8.400000000000002,3.1291,19.4761,0.4,2,72456b61672b67
9,7,2,0.7777777777777778,3,4,0.42857142857142855,2.94770277922009,3.1699250014423126,0.9298966940476157,-3.3999999999999986,3.1291,19.4761,0.4,1,44657867555265603e
5,3,2,0.6,0,3,0.0,2.3219280948873626,2.321928094887362,1.0000000000000002,-3.3999999999999986,3.1291,19.4761,0.4,1,633b3c685a
6,4,2,0.6666666666666666,1,3,0.25,2.584962500721156,2.584962500721156,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,2f5134695259
7,5,2,0.7142857142857143,0,5,0.0,2.807354922057604,2.8073549220576046,0.9999999999999999,-3.3999999999999986,3.1291,19.4761,0.4,1,4d50622f25544c
4,3,1,0.75,1,2,0.3333333333333333,2.0,2.0,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,54727540
9,5,4,0.5555555555555556,1,4,0.2,3.169925001442312,3.1699250014423126,0.9999999999999999,-3.3999999999999986,3.1291,19.4761,0.4,1,5f4339345d79755062
6,4,2,0.6666666666666666,0,4,0.0,2.584962500721156,2.584962500721156,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,787e70573e66
7,5,2,0.7142857142857143,1,4,0.2,2.807354922057604,2.8073549220576046,0.9999999999999999,-3.3999999999999986,3.1291,19.4761,0.4,1,716074616b4d35
9,4,5,0.4444444444444444,0,4,0.0,3.169925001442312,3.1699250014423126,0.9999999999999999,-3.6599999999999984,3.1291,19.443033333333332,0.13333333333333333,1,2e3d575a582c7a5e21
8,4,4,0.5,0,4,0.0,2.75,3.0,0.9166666666666666,-3.3999999999999986,3.1291,19.4761,0.4,1,4036252c73765373
7,2,5,0.2857142857142857,0,2,0.0,2.807354922057604,2.8073549220576046,0.9999999999999999,-3.594999999999999,3.1291,19.451299999999996,0.2,1,485222375d3f7d
7,4,3,0.5714285714285714,1,3,0.25,2.807354922057604,2.8073549220576046,0.9999999999999999,-3.3999999999999986,3.1291,19.4761,0.4,1,504f2c3e47482b
